txn_id,account_id,counterparty_id,amount,timestamp,merchant_category,device_id,ip_region,account_open_date
TX-00029,AC-0112,MR-0088,41.44,2026-03-10 10:38:07,retail,DV-14996,PA,2025-05-10
TX-00030,AC-0279,MR-0077,48.75,2026-05-25 09:28:01,fuel,DV-34714,NY,2024-09-16
TX-00031,AC-0082,MR-0017,43.18,2026-04-07 12:54:57,dining,DV-92157,NJ,2025-11-24
TX-00032,AC-0251,MR-0072,12.89,2026-05-27 22:32:25,services,DV-90093,FL,2025-09-01
TX-00033,AC-0155,MR-0075,65.56,2026-05-27 23:41:45,travel,DV-74221,PA,2025-08-29
TX-00034,AC-0044,MR-0075,35.86,2026-05-27 16:50:40,electronics,DV-91456,NJ,2025-09-23
TX-00035,AC-0264,MR-0125,9.12,2026-04-05 16:14:29,travel,DV-24045,NY,2024-12-25
TX-00036,AC-0033,MR-0179,51.51,2026-03-17 16:50:56,electronics,DV-23106,NJ,2025-08-11
TX-00037,AC-0151,MR-0073,13.85,2026-05-24 20:30:34,dining,DV-82181,CT,2024-11-21
TX-00038,AC-0013,MR-0036,44.14,2026-03-25 04:03:02,fuel,DV-99123,PA,2024-06-11
TX-00039,AC-0223,MR-0073,117.43,2026-05-02 14:09:18,retail,DV-85113,FL,2024-11-23
TX-00040,AC-0238,MR-0053,41.17,2026-03-15 04:36:27,electronics,DV-29053,NY,2025-06-02
TX-00041,AC-0104,MR-0179,30.15,2026-03-28 23:34:58,services,DV-55540,FL,2024-05-13
TX-00042,AC-0054,MR-0147,14.52,2026-03-29 10:36:18,travel,DV-93303,CT,2024-06-20
TX-00043,AC-0172,MR-0069,122.79,2026-03-28 21:47:18,electronics,DV-91839,CA,2024-04-15
TX-00044,AC-0124,MR-0025,101.52,2026-03-10 03:28:52,grocery,DV-13579,PA,2025-05-15
TX-00045,AC-0131,MR-0152,115.38,2026-03-30 21:44:47,electronics,DV-52001,CA,2024-01-18
TX-00046,AC-0066,MR-0051,47.23,2026-05-25 15:14:45,grocery,DV-88554,CT,2024-03-30
TX-00047,AC-0215,MR-0159,12.91,2026-04-18 23:56:55,fuel,DV-73611,CA,2024-07-17
TX-00048,AC-0217,MR-0081,58.85,2026-04-07 10:57:11,fuel,DV-15661,FL,2024-04-05
TX-00049,AC-0107,MR-0119,333.4,2026-05-11 04:32:24,services,DV-48419,CA,2024-04-09
TX-00050,AC-0049,MR-0160,16.29,2026-04-24 19:03:27,travel,DV-46984,CA,2025-03-29
TX-00051,AC-0199,MR-0155,3.77,2026-03-12 10:37:08,electronics,DV-15673,CA,2025-08-30
TX-00052,AC-0072,MR-0094,51.01,2026-05-11 23:32:14,fuel,DV-98491,CT,2024-07-04
TX-00053,AC-0243,MR-0017,14.46,2026-03-05 03:19:29,grocery,DV-48398,NJ,2024-01-31
TX-00054,AC-0271,MR-0123,21.06,2026-05-16 00:59:54,dining,DV-57184,FL,2024-03-18
TX-00055,AC-0044,MR-0084,8.32,2026-04-21 03:11:45,fuel,DV-91456,NJ,2025-09-23
TX-00056,AC-0201,MR-0022,10.1,2026-05-07 01:02:12,dining,DV-56772,FL,2025-10-05
TX-00057,AC-0033,MR-0071,34.04,2026-05-25 15:25:57,grocery,DV-23106,NJ,2025-08-11
TX-00058,AC-0106,MR-0107,31.24,2026-04-18 07:41:58,retail,DV-42430,CT,2024-10-03
TX-00059,AC-0083,MR-0179,209.07,2026-05-21 21:59:57,electronics,DV-46123,CT,2024-11-26
TX-00060,AC-0285,MR-0017,76.1,2026-03-05 01:20:51,fuel,DV-98549,CA,2024-01-24
TX-00061,AC-0025,MR-0091,4.84,2026-05-15 00:35:55,electronics,DV-29058,CA,2024-11-16
TX-00062,AC-0204,MR-0171,52.85,2026-03-06 03:28:24,travel,DV-39564,NJ,2025-06-07
TX-00063,AC-0202,MR-0013,19.9,2026-03-26 10:00:38,electronics,DV-85956,NJ,2024-08-10
TX-00064,AC-0083,MR-0139,11.14,2026-03-21 10:20:59,dining,DV-46123,CT,2024-11-26
TX-00065,AC-0122,MR-0161,12.75,2026-03-14 14:44:06,fuel,DV-83660,NY,2024-03-20
TX-00066,AC-0229,MR-0116,23.93,2026-04-29 01:15:31,grocery,DV-48735,CA,2025-07-01
TX-00067,AC-0049,MR-0073,13.46,2026-03-18 04:41:03,dining,DV-46984,CA,2025-03-29
TX-00068,AC-0025,MR-0157,23.66,2026-03-21 14:13:15,fuel,DV-29058,JP,2024-11-16
TX-00069,AC-0127,MR-0031,9.17,2026-04-15 19:29:49,retail,DV-31829,CT,2025-06-27
TX-00070,AC-0187,MR-0071,47.38,2026-05-08 21:51:38,electronics,DV-22671,CA,2024-07-26
TX-00071,AC-0199,MR-0179,20.77,2026-04-04 20:57:25,dining,DV-15673,CA,2025-08-30
TX-00072,AC-0160,MR-0043,16.93,2026-05-25 01:29:03,retail,DV-82401,CA,2024-09-23
TX-00073,AC-0165,MR-0158,8.4,2026-04-18 16:03:19,electronics,DV-50452,CT,2024-12-07
TX-00074,AC-0097,MR-0104,6.07,2026-04-02 03:38:23,electronics,DV-20494,CA,2025-10-09
TX-00075,AC-0138,MR-0021,17.3,2026-05-19 00:18:51,retail,DV-27511,FL,2024-09-24
TX-00076,AC-0118,MR-0113,19.44,2026-05-17 11:35:17,travel,DV-45868,FL,2025-01-03
TX-00077,AC-0257,MR-0006,17.93,2026-03-06 14:27:17,retail,DV-44711,NJ,2025-05-30
TX-00078,AC-0290,MR-0017,26.44,2026-03-14 19:37:20,fuel,DV-12294,NJ,2025-04-02
TX-00079,AC-0277,MR-0072,68.29,2026-05-26 17:56:04,travel,DV-28942,CT,2024-05-22
TX-00080,AC-0115,MR-0060,121.33,2026-04-06 06:07:28,grocery,DV-64034,NJ,2024-07-05
TX-00081,AC-0014,MR-0084,102.7,2026-04-10 09:01:58,fuel,DV-49661,NJ,2024-06-06
TX-00082,AC-0221,MR-0138,33.11,2026-03-27 23:48:39,electronics,DV-18058,NY,2025-01-10
TX-00083,AC-0097,MR-0162,24.21,2026-03-15 09:11:52,dining,DV-20494,CA,2025-10-09
TX-00084,AC-0243,MR-0015,12.57,2026-03-12 19:42:07,travel,DV-48398,NJ,2024-01-31
TX-00085,AC-0198,MR-0061,26.07,2026-05-30 04:48:23,grocery,DV-68687,PA,2025-08-15
TX-00086,AC-0117,MR-0153,20.9,2026-04-25 21:26:55,grocery,DV-41002,FL,2024-11-15
TX-00087,AC-0104,MR-0047,41.41,2026-04-14 14:14:50,fuel,DV-55540,FL,2024-05-13
TX-00088,AC-0103,MR-0028,72.19,2026-05-27 13:04:48,retail,DV-77149,PA,2025-05-18
TX-00089,AC-0189,MR-0174,8.16,2026-03-31 23:07:13,services,DV-14986,PA,2024-02-13
TX-00090,AC-0040,MR-0096,9.84,2026-04-10 23:04:52,dining,DV-74396,CT,2024-02-19
TX-00091,AC-0105,MR-0042,24.85,2026-05-11 17:48:20,retail,DV-98499,NJ,2024-01-26
TX-00092,AC-0009,AC-0007,667.87,2026-05-28 02:56:00,services,DV-23755,NY,2026-02-18
TX-00093,AC-0029,MR-0153,61.06,2026-03-22 11:56:21,dining,DV-68204,PA,2025-10-02
TX-00094,AC-0169,MR-0157,60.06,2026-03-05 17:44:33,electronics,DV-53484,FL,2025-09-02
TX-00095,AC-0263,MR-0147,43.76,2026-03-08 12:58:14,services,DV-42821,PA,2025-09-21
TX-00096,AC-0070,MR-0047,17.4,2026-03-27 08:57:58,travel,DV-89142,PA,2025-03-16
TX-00097,AC-0185,MR-0115,55.1,2026-03-21 03:39:19,retail,DV-18463,NJ,2025-01-11
TX-00098,AC-0224,MR-0063,15.72,2026-04-25 18:16:59,travel,DV-95404,PA,2024-09-28
TX-00099,AC-0101,MR-0043,30.3,2026-03-25 20:53:52,retail,DV-48302,CA,2025-01-28
TX-00100,AC-0170,MR-0140,28.5,2026-03-16 06:57:20,services,DV-35772,NJ,2024-10-11
TX-00101,AC-0225,MR-0163,49.42,2026-05-14 10:15:35,retail,DV-99806,CA,2025-08-19
TX-00102,AC-0236,MR-0077,12.95,2026-05-02 16:26:55,fuel,DV-30917,PA,2025-09-12
TX-00103,AC-0166,MR-0016,34.48,2026-03-23 01:20:47,fuel,DV-71196,CT,2025-03-01
TX-00104,AC-0043,MR-0160,52.47,2026-05-29 13:04:20,grocery,DV-74202,FL,2025-01-14
TX-00105,AC-0115,MR-0197,20.16,2026-05-02 06:21:32,grocery,DV-64034,NJ,2024-07-05
TX-00106,AC-0142,MR-0146,15.55,2026-05-31 00:21:56,grocery,DV-11049,CT,2025-09-30
TX-00107,AC-0054,MR-0128,21.2,2026-03-30 09:04:31,electronics,DV-93303,CT,2024-06-20
TX-00108,AC-0163,MR-0075,22.44,2026-04-02 19:32:13,dining,DV-86251,CT,2025-04-27
TX-00109,AC-0108,MR-0039,35.23,2026-03-31 07:40:48,electronics,DV-13552,CT,2025-03-17
TX-00110,AC-0272,MR-0137,41.51,2026-05-02 17:12:56,grocery,DV-70623,NY,2025-09-23
TX-00111,AC-0086,MR-0112,5.52,2026-05-05 03:44:53,fuel,DV-98521,NJ,2025-08-10
TX-00112,AC-0203,MR-0193,4.65,2026-05-20 06:49:55,grocery,DV-92863,CA,2025-07-28
TX-00113,AC-0093,MR-0165,22.75,2026-04-11 20:40:10,grocery,DV-62990,CA,2024-03-30
TX-00114,AC-0250,MR-0127,42.32,2026-05-18 22:30:19,electronics,DV-97620,NJ,2024-09-04
TX-00115,AC-0126,MR-0050,72.94,2026-04-24 00:24:41,travel,DV-35619,CT,2025-09-04
TX-00116,AC-0022,MR-0139,32.71,2026-04-21 12:59:21,fuel,DV-91412,CT,2025-02-03
TX-00117,AC-0122,MR-0074,17.35,2026-05-04 15:23:42,grocery,DV-83660,NY,2024-03-20
TX-00118,AC-0266,MR-0155,54.56,2026-05-10 00:15:28,services,DV-35550,NY,2024-07-23
TX-00119,AC-0202,MR-0015,19.42,2026-04-15 06:17:52,dining,DV-85956,NJ,2024-08-10
TX-00120,AC-0141,MR-0199,18.56,2026-04-16 04:02:36,grocery,DV-65233,NJ,2024-10-23
TX-00121,AC-0001,AC-0002,471.1,2026-04-26 02:56:00,services,DV-77001,PA,2026-02-13
TX-00122,AC-0055,MR-0015,6.43,2026-03-11 14:08:29,fuel,DV-73276,FL,2024-08-09
TX-00123,AC-0224,MR-0193,26.38,2026-04-13 03:45:47,fuel,DV-95404,PA,2024-09-28
TX-00124,AC-0011,AC-0003,404.12,2026-05-13 03:49:00,services,DV-58704,NJ,2026-02-16
TX-00125,AC-0220,MR-0159,6.43,2026-03-19 05:55:06,services,DV-20378,PA,2025-02-02
TX-00126,AC-0099,MR-0119,93.77,2026-05-24 15:01:41,electronics,DV-36273,CT,2025-09-29
TX-00127,AC-0258,MR-0172,2.71,2026-03-12 14:42:38,grocery,DV-58743,PA,2024-02-14
TX-00128,AC-0025,MR-0007,18.93,2026-04-27 16:15:47,travel,DV-29058,CA,2024-11-16
TX-00129,AC-0097,MR-0057,82.71,2026-03-15 11:01:07,travel,DV-20494,CA,2025-10-09
TX-00130,AC-0001,AC-0002,681.05,2026-04-08 02:36:00,services,DV-77001,PA,2026-02-13
TX-00131,AC-0199,MR-0087,36.04,2026-04-18 05:37:25,travel,DV-15673,CA,2025-08-30
TX-00132,AC-0019,MR-0095,16.94,2026-03-05 05:13:19,fuel,DV-91242,CT,2024-01-15
TX-00133,AC-0057,MR-0081,3.92,2026-03-14 19:08:23,fuel,DV-14142,CA,2024-08-31
TX-00134,AC-0066,MR-0038,49.12,2026-05-03 11:49:26,travel,DV-88554,CT,2024-03-30
TX-00135,AC-0117,MR-0090,26.37,2026-05-10 22:07:51,retail,DV-41002,FL,2024-11-15
TX-00136,AC-0283,MR-0060,28.91,2026-03-16 05:50:01,grocery,DV-73296,FL,2025-05-01
TX-00137,AC-0109,MR-0191,54.85,2026-03-16 20:59:11,services,DV-69571,CT,2025-02-28
TX-00138,AC-0101,MR-0112,36.26,2026-05-11 11:17:01,electronics,DV-48302,CA,2025-01-28
TX-00139,AC-0016,MR-0090,19.67,2026-05-26 02:48:42,grocery,DV-29528,CA,2025-07-20
TX-00140,AC-0236,MR-0098,18.03,2026-05-25 20:16:54,travel,DV-30917,PA,2025-09-12
TX-00141,AC-0260,MR-0087,21.35,2026-03-23 02:49:20,services,DV-96842,NY,2024-07-21
TX-00142,AC-0218,MR-0145,83.64,2026-04-03 05:24:59,retail,DV-13838,NJ,2025-07-28
TX-00143,AC-0146,MR-0164,31.6,2026-04-08 10:19:29,dining,DV-45966,CT,2024-07-02
TX-00144,AC-0079,MR-0131,54.34,2026-05-31 12:16:35,electronics,DV-22092,PA,2025-09-14
TX-00145,AC-0179,MR-0118,35.06,2026-05-27 09:16:39,grocery,DV-30919,NY,2024-03-22
TX-00146,AC-0191,MR-0112,20.13,2026-03-12 20:49:52,services,DV-25526,NY,2024-10-05
TX-00147,AC-0156,MR-0155,15.03,2026-04-17 06:52:52,dining,DV-32243,CT,2024-03-30
TX-00148,AC-0181,MR-0075,125.39,2026-05-31 03:56:27,services,DV-59441,NJ,2024-07-29
TX-00149,AC-0210,MR-0159,51.09,2026-04-27 03:33:18,retail,DV-62208,CT,2024-07-05
TX-00150,AC-0041,MR-0037,10.98,2026-06-01 02:06:00,retail,DV-87145,NJ,2025-04-19
TX-00151,AC-0100,MR-0188,68.2,2026-05-23 15:25:45,travel,DV-24760,CA,2024-06-19
TX-00152,AC-0011,AC-0003,467.92,2026-05-13 03:18:00,services,DV-58704,NJ,2026-02-16
TX-00153,AC-0049,MR-0147,13.33,2026-03-18 18:15:37,grocery,DV-46984,CA,2025-03-29
TX-00154,AC-0248,MR-0144,41.76,2026-04-29 16:53:29,grocery,DV-15092,FL,2024-08-29
TX-00155,AC-0177,MR-0130,15.36,2026-05-03 13:13:52,grocery,DV-25223,PA,2025-06-20
TX-00156,AC-0196,MR-0110,13.5,2026-03-07 08:56:46,dining,DV-21905,NJ,2024-04-20
TX-00157,AC-0053,MR-0065,55.83,2026-05-01 06:16:19,grocery,DV-65133,CA,2024-07-23
TX-00158,AC-0051,MR-0098,330.96,2026-03-24 10:02:18,fuel,DV-12177,PA,2024-07-02
TX-00159,AC-0046,MR-0006,14.41,2026-04-21 14:06:53,services,DV-59058,NY,2025-08-29
TX-00160,AC-0076,MR-0138,76.94,2026-05-05 17:30:22,retail,DV-16817,CA,2024-12-01
TX-00161,AC-0237,MR-0015,14.54,2026-03-13 18:48:14,electronics,DV-18871,PA,2024-05-08
TX-00162,AC-0172,MR-0037,7.18,2026-05-15 13:57:03,grocery,DV-91839,CA,2024-04-15
TX-00163,AC-0203,MR-0158,12.6,2026-04-07 16:32:55,travel,DV-92863,CA,2025-07-28
TX-00164,AC-0208,MR-0105,99.51,2026-04-27 17:41:26,retail,DV-92085,FL,2025-04-12
TX-00165,AC-0250,MR-0041,54.63,2026-05-08 18:16:10,travel,DV-97620,NJ,2024-09-04
TX-00166,AC-0040,MR-0179,22.42,2026-04-19 17:22:08,services,DV-74396,CT,2024-02-19
TX-00167,AC-0021,MR-0007,37.72,2026-04-11 07:21:32,travel,DV-52494,JP,2025-06-15
TX-00168,AC-0254,MR-0105,28.74,2026-05-26 08:32:21,services,DV-90152,CT,2025-11-04
TX-00169,AC-0224,MR-0149,6.46,2026-03-09 02:24:43,travel,DV-95404,PA,2024-09-28
TX-00170,AC-0039,MR-0114,20.86,2026-03-31 19:27:04,dining,DV-65546,CA,2024-04-30
TX-00171,AC-0162,MR-0191,32.32,2026-05-27 00:31:09,grocery,DV-99416,NY,2024-11-07
TX-00172,AC-0162,MR-0137,4.74,2026-04-30 09:27:49,services,DV-99416,NY,2024-11-07
TX-00173,AC-0236,MR-0029,14.63,2026-05-26 06:40:24,retail,DV-30917,PA,2025-09-12
TX-00174,AC-0011,AC-0003,597.26,2026-05-25 03:11:00,services,DV-58704,NJ,2026-02-16
TX-00175,AC-0281,MR-0063,13.22,2026-04-19 03:59:15,fuel,DV-96557,FL,2025-08-18
TX-00176,AC-0192,MR-0029,26.45,2026-04-14 08:57:05,retail,DV-52001,CT,2024-05-25
TX-00177,AC-0248,MR-0123,26.75,2026-05-26 01:09:52,dining,DV-15092,FL,2024-08-29
TX-00178,AC-0020,MR-0138,10.28,2026-04-28 15:00:55,dining,DV-72236,NY,2024-06-01
TX-00179,AC-0080,MR-0043,35.14,2026-05-09 16:29:12,travel,DV-68259,NJ,2025-06-15
TX-00180,AC-0288,MR-0117,23.38,2026-03-25 13:18:55,services,DV-24008,NJ,2025-01-28
TX-00181,AC-0096,MR-0007,84.45,2026-04-26 10:06:57,electronics,DV-65030,PA,2025-02-23
TX-00182,AC-0205,MR-0126,22.13,2026-03-24 11:51:49,travel,DV-79692,CT,2024-05-25
TX-00183,AC-0081,MR-0151,80.2,2026-03-16 14:45:41,electronics,DV-63094,CA,2025-02-05
TX-00184,AC-0114,MR-0189,28.54,2026-03-05 21:22:29,services,DV-72083,CT,2024-07-09
TX-00185,AC-0239,MR-0029,65.52,2026-04-17 08:02:19,dining,DV-76727,FL,2024-10-30
TX-00186,AC-0084,MR-0042,55.6,2026-04-22 18:12:22,electronics,DV-68031,PA,2024-08-14
TX-00187,AC-0146,MR-0013,10.66,2026-05-04 12:33:45,dining,DV-45966,CT,2024-07-02
TX-00188,AC-0257,MR-0030,29.63,2026-05-08 15:49:35,travel,DV-44711,NJ,2025-05-30
TX-00189,AC-0033,MR-0053,19.45,2026-05-24 07:00:47,services,DV-23106,NJ,2025-08-11
TX-00190,AC-0144,MR-0119,47.19,2026-03-30 22:15:08,electronics,DV-74760,CT,2025-08-12
TX-00191,AC-0168,MR-0132,128.54,2026-05-26 09:37:09,travel,DV-34596,CA,2025-02-13
TX-00192,AC-0181,MR-0180,14.1,2026-04-01 11:19:32,services,DV-59441,NJ,2024-07-29
TX-00193,AC-0128,MR-0092,15.59,2026-04-01 01:01:30,retail,DV-85107,NY,2024-04-30
TX-00194,AC-0226,MR-0040,76.71,2026-04-12 03:56:26,services,DV-43884,CT,2024-10-21
TX-00195,AC-0063,MR-0161,15.19,2026-04-30 23:47:33,fuel,DV-64646,CT,2025-06-02
TX-00196,AC-0023,MR-0119,101.38,2026-03-12 23:00:29,dining,DV-70480,FR,2024-02-21
TX-00197,AC-0265,MR-0043,20.53,2026-04-11 00:46:57,travel,DV-28780,NY,2025-04-12
TX-00198,AC-0142,MR-0163,31.54,2026-05-28 07:22:53,grocery,DV-11049,CT,2025-09-30
TX-00199,AC-0031,MR-0047,22.85,2026-03-23 18:24:40,services,DV-77088,NY,2025-02-14
TX-00200,AC-0291,MR-0168,50.77,2026-04-07 16:22:54,fuel,DV-29061,FL,2024-04-19
TX-00201,AC-0052,MR-0130,7.34,2026-05-20 09:33:21,dining,DV-28683,PA,2025-10-23
TX-00202,AC-0070,MR-0083,22.04,2026-03-31 04:27:45,travel,DV-89142,PA,2025-03-16
TX-00203,AC-0245,MR-0147,25.28,2026-05-14 12:14:33,fuel,DV-15030,CT,2024-11-14
TX-00204,AC-0216,MR-0084,6.05,2026-05-04 01:24:20,retail,DV-46077,PA,2024-06-02
TX-00205,AC-0026,MR-0197,21.39,2026-03-06 19:04:00,dining,DV-80084,NY,2025-08-18
TX-00206,AC-0173,MR-0078,168.69,2026-04-10 07:01:13,dining,DV-95053,CT,2025-05-18
TX-00207,AC-0040,MR-0081,6.23,2026-03-20 21:37:30,retail,DV-74396,CT,2024-02-19
TX-00208,AC-0219,MR-0185,40.35,2026-03-18 08:04:09,dining,DV-52073,PA,2024-12-24
TX-00209,AC-0179,MR-0123,184.13,2026-05-23 12:07:23,travel,DV-30919,NY,2024-03-22
TX-00210,AC-0190,MR-0063,23.45,2026-05-03 04:55:06,dining,DV-38590,PA,2025-05-05
TX-00211,AC-0060,MR-0113,17.98,2026-04-15 20:08:20,fuel,DV-75440,CT,2025-07-28
TX-00212,AC-0108,MR-0084,71.24,2026-04-29 06:04:37,electronics,DV-13552,CT,2025-03-17
TX-00213,AC-0014,MR-0183,158.38,2026-03-25 09:26:51,travel,DV-49661,NJ,2024-06-06
TX-00214,AC-0263,MR-0063,48.68,2026-03-13 10:44:23,travel,DV-42821,PA,2025-09-21
TX-00215,AC-0178,MR-0078,39.02,2026-04-28 04:33:21,retail,DV-20581,FL,2024-03-02
TX-00216,AC-0028,MR-0098,54.02,2026-04-18 06:46:14,grocery,DV-72197,CT,2025-04-30
TX-00217,AC-0178,MR-0096,20.75,2026-04-08 20:01:41,grocery,DV-20581,FL,2024-03-02
TX-00218,AC-0234,MR-0119,21.02,2026-03-15 14:34:10,electronics,DV-67056,PA,2025-03-01
TX-00219,AC-0015,MR-0190,8.6,2026-05-02 08:04:36,services,DV-87277,NY,2024-04-19
TX-00220,AC-0151,MR-0165,22.61,2026-04-28 09:17:05,electronics,DV-82181,CT,2024-11-21
TX-00221,AC-0134,MR-0109,6.18,2026-05-24 19:20:43,fuel,DV-32104,CA,2024-04-19
TX-00222,AC-0103,MR-0159,10.39,2026-05-09 18:37:22,travel,DV-77149,PA,2025-05-18
TX-00223,AC-0172,MR-0148,7.89,2026-05-21 20:47:33,dining,DV-91839,CA,2024-04-15
TX-00224,AC-0096,MR-0155,42.14,2026-03-11 23:53:46,services,DV-65030,PA,2025-02-23
TX-00225,AC-0120,MR-0008,65.45,2026-03-08 16:35:07,travel,DV-36532,CT,2024-07-18
TX-00226,AC-0197,MR-0060,224.11,2026-04-05 01:38:10,electronics,DV-12461,FL,2025-07-02
TX-00227,AC-0158,MR-0013,18.57,2026-05-24 09:10:35,travel,DV-85969,PA,2024-03-15
TX-00228,AC-0175,MR-0130,69.32,2026-03-07 14:23:40,electronics,DV-51590,CA,2025-03-22
TX-00229,AC-0188,MR-0031,48.67,2026-04-26 06:14:43,fuel,DV-19476,PA,2025-03-02
TX-00230,AC-0025,MR-0016,12.53,2026-05-24 22:00:29,travel,DV-29058,CA,2024-11-16
TX-00231,AC-0105,MR-0139,52.81,2026-03-18 21:04:13,electronics,DV-98499,NJ,2024-01-26
TX-00232,AC-0187,MR-0086,21.72,2026-05-26 13:06:49,fuel,DV-22671,CA,2024-07-26
TX-00233,AC-0132,MR-0188,10.8,2026-04-02 22:07:25,services,DV-44341,NJ,2024-11-04
TX-00234,AC-0152,MR-0193,21.25,2026-04-08 21:30:46,travel,DV-65032,FL,2025-07-20
TX-00235,AC-0194,MR-0057,27.75,2026-03-23 04:07:32,grocery,DV-16803,FL,2025-10-13
TX-00236,AC-0226,MR-0085,60.81,2026-03-23 08:29:36,retail,DV-43884,CT,2024-10-21
TX-00237,AC-0047,MR-0035,16.08,2026-05-08 05:20:01,electronics,DV-83231,NY,2025-10-22
TX-00238,AC-0244,MR-0032,59.38,2026-03-04 01:58:01,dining,DV-85058,FL,2024-10-21
TX-00239,AC-0172,MR-0041,24.04,2026-04-18 23:04:32,retail,DV-91839,CA,2024-04-15
TX-00240,AC-0195,MR-0172,7.25,2026-04-06 17:47:47,retail,DV-61446,CT,2025-06-05
TX-00241,AC-0049,MR-0027,49.14,2026-03-28 15:25:20,grocery,DV-46984,CA,2025-03-29
TX-00242,AC-0233,MR-0108,29.94,2026-04-18 09:34:02,services,DV-21797,PA,2025-05-12
TX-00243,AC-0005,AC-0009,527.45,2026-04-30 02:58:00,services,DV-89591,NJ,2026-02-18
TX-00244,AC-0173,MR-0004,35.26,2026-04-24 05:56:47,electronics,DV-95053,CT,2025-05-18
TX-00245,AC-0198,MR-0195,21.34,2026-04-17 02:53:28,fuel,DV-68687,PA,2025-08-15
TX-00246,AC-0059,MR-0001,72.39,2026-03-06 10:37:07,grocery,DV-98564,CT,2024-02-25
TX-00247,AC-0111,MR-0178,12.98,2026-03-22 19:57:56,retail,DV-58829,FL,2025-10-06
TX-00248,AC-0093,MR-0075,17.39,2026-05-04 22:08:19,grocery,DV-62990,CA,2024-03-30
TX-00249,AC-0151,MR-0171,71.99,2026-05-19 16:48:12,retail,DV-82181,CT,2024-11-21
TX-00250,AC-0164,MR-0047,12.52,2026-04-09 20:21:44,retail,DV-12631,NJ,2024-01-28
TX-00251,AC-0282,MR-0046,96.13,2026-04-12 09:33:41,travel,DV-53201,CA,2024-07-10
TX-00252,AC-0041,MR-0167,12.7,2026-04-10 13:26:14,services,DV-87145,NJ,2025-04-19
TX-00253,AC-0121,MR-0135,33.78,2026-03-12 20:05:32,retail,DV-46861,FL,2025-01-13
TX-00254,AC-0200,MR-0138,84.55,2026-03-07 04:00:53,grocery,DV-86490,CT,2024-02-24
TX-00255,AC-0098,MR-0077,5.55,2026-05-01 09:44:08,electronics,DV-83026,NY,2025-11-17
